Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Budgeted Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,10/6/2021,South,Texas,Dallas,Women's Street Footwear,$45.00 ,575,"$258,750 ","$227,700 ","$103,500 ",40%,Outlet
Sports Direct,1197831,10/7/2021,South,Texas,Dallas,Women's Athletic Footwear,$45.00 ,425,"$191,250 ","$168,300 ","$95,625 ",50%,Outlet
Sports Direct,1197831,10/8/2021,South,Texas,Dallas,Men's Apparel,$40.00 ,400,"$160,000 ","$140,800 ","$56,000 ",35%,Outlet
Sports Direct,1197831,10/9/2021,South,Texas,Dallas,Women's Apparel,$50.00 ,575,"$287,500 ","$253,000 ","$158,125 ",55%,Outlet
Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,$40.00 ,725,"$290,000 ","$255,200 ","$116,000 ",40%,Outlet
Sports Direct,1197831,10/11/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,725,"$290,000 ","$255,200 ","$116,000 ",40%,Outlet
Sports Direct,1197831,10/12/2021,South,Texas,Dallas,Women's Street Footwear,$65.00 ,650,"$422,500 ","$371,800 ","$169,000 ",40%,Outlet
Sports Direct,1197831,10/13/2021,South,Texas,Dallas,Women's Athletic Footwear,$65.00 ,500,"$325,000 ","$286,000 ","$162,500 ",50%,Outlet
Sports Direct,1197831,10/14/2021,South,Texas,Dallas,Men's Apparel,$60.00 ,475,"$285,000 ","$250,800 ","$99,750 ",35%,Outlet
Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Women's Apparel,$70.00 ,675,"$472,500 ","$415,800 ","$259,875 ",55%,Outlet
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,$60.00 ,825,"$495,000 ","$435,600 ","$198,000 ",40%,Outlet
Sports Direct,1197831,10/17/2021,South,Texas,Dallas,Men's Athletic Footwear,$60.00 ,825,"$495,000 ","$435,600 ","$198,000 ",40%,Outlet
Sports Direct,1197831,10/18/2021,South,Texas,Dallas,Women's Street Footwear,$65.00 ,725,"$471,250 ","$414,700 ","$188,500 ",40%,Outlet
Sports Direct,1197831,10/19/2021,South,Texas,Dallas,Women's Athletic Footwear,$65.00 ,575,"$373,750 ","$328,900 ","$186,875 ",50%,Outlet
Sports Direct,1197831,10/20/2021,South,Texas,Dallas,Men's Apparel,$60.00 ,525,"$315,000 ","$277,200 ","$110,250 ",35%,Outlet
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,$70.00 ,775,"$542,500 ","$477,400 ","$298,375 ",55%,Outlet
Foot Locker,1185732,10/22/2021,South,Texas,Dallas,Men's Street Footwear,$45.00 ,425,"$191,250 ","$168,300 ","$105,188 ",55%,Outlet
Foot Locker,1185732,10/23/2021,South,Texas,Dallas,Men's Athletic Footwear,$45.00 ,225,"$101,250 ","$89,100 ","$35,438 ",35%,Outlet
Foot Locker,1185732,10/24/2021,South,Texas,Dallas,Women's Street Footwear,$35.00 ,225,"$78,750 ","$69,300 ","$31,500 ",40%,Outlet
Foot Locker,1185732,10/25/2021,South,Texas,Dallas,Women's Athletic Footwear,$40.00 ,75,"$30,000 ","$26,400 ","$12,000 ",40%,Outlet
Foot Locker,1185732,10/26/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$55.00 ,125,"$68,750 ","$60,500 ","$24,063 ",35%,Outlet
Foot Locker,1185732,10/27/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$45.00 ,225,"$101,250 ","$89,100 ","$30,375 ",30%,Outlet
Foot Locker,1185732,10/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$45.00 ,475,"$213,750 ","$188,100 ","$117,563 ",55%,Outlet
Foot Locker,1185732,10/29/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$45.00 ,125,"$56,250 ","$49,500 ","$19,688 ",35%,Outlet
Foot Locker,1185732,10/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$35.00 ,175,"$61,250 ","$53,900 ","$24,500 ",40%,Outlet
Foot Locker,1185732,10/31/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$40.00 ,50,"$20,000 ","$17,600 ","$8,000 ",40%,Outlet
Foot Locker,1185732,11/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$55.00 ,125,"$68,750 ","$60,500 ","$24,063 ",35%,Outlet
Foot Locker,1185732,11/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$45.00 ,225,"$101,250 ","$89,100 ","$30,375 ",30%,Outlet
Foot Locker,1185732,11/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$50.00 ,445,"$222,500 ","$195,800 ","$122,375 ",55%,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,150,"$75,000 ","$66,000 ","$26,250 ",35%,Outlet
Foot Locker,1185732,11/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$40.00 ,175,"$70,000 ","$61,600 ","$28,000 ",40%,Outlet
Foot Locker,1185732,11/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,25,"$11,250 ","$9,900 ","$4,500 ",40%,Outlet
Foot Locker,1185732,11/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$60.00 ,75,"$45,000 ","$39,600 ","$13,500 ",30%,Outlet
Foot Locker,1185732,11/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$50.00 ,175,"$87,500 ","$77,000 ","$21,875 ",25%,Outlet
Foot Locker,1185732,11/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$50.00 ,450,"$225,000 ","$198,000 ","$112,500 ",50%,Outlet
Foot Locker,1185732,11/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,150,"$75,000 ","$66,000 ","$22,500 ",30%,Outlet
Foot Locker,1185732,11/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$40.00 ,150,"$60,000 ","$52,800 ","$21,000 ",35%,Outlet
Foot Locker,1185732,11/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,75,"$33,750 ","$29,700 ","$11,813 ",35%,Outlet
Foot Locker,1185732,11/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$60.00 ,75,"$45,000 ","$39,600 ","$13,500 ",30%,Outlet
Foot Locker,1185732,11/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$50.00 ,200,"$100,000 ","$88,000 ","$25,000 ",25%,Outlet
Foot Locker,1185732,11/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$60.00 ,470,"$282,000 ","$248,160 ","$141,000 ",50%,Outlet
Foot Locker,1185732,11/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,175,"$105,000 ","$92,400 ","$31,500 ",30%,Outlet
Foot Locker,1185732,11/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,150,"$82,500 ","$72,600 ","$28,875 ",35%,Outlet
Foot Locker,1185732,11/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,100,"$55,000 ","$48,400 ","$19,250 ",35%,Outlet
Foot Locker,1185732,11/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$65.00 ,125,"$81,250 ","$71,500 ","$24,375 ",30%,Outlet
Foot Locker,1185732,11/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$70.00 ,250,"$175,000 ","$154,000 ","$52,500 ",30%,Outlet
Foot Locker,1185732,11/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00 ,500,"$325,000 ","$286,000 ","$178,750 ",55%,Outlet
Foot Locker,1185732,11/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,250,"$150,000 ","$132,000 ","$52,500 ",35%,Outlet
Foot Locker,1185732,11/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,175,"$96,250 ","$84,700 ","$38,500 ",40%,Outlet
Foot Locker,1185732,11/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,150,"$82,500 ","$72,600 ","$33,000 ",40%,Outlet
Foot Locker,1185732,11/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$65.00 ,150,"$97,500 ","$85,800 ","$34,125 ",35%,Outlet
Foot Locker,1185732,11/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$70.00 ,300,"$210,000 ","$184,800 ","$63,000 ",30%,Outlet
Foot Locker,1185732,11/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00 ,500,"$325,000 ","$286,000 ","$178,750 ",55%,Outlet
Foot Locker,1185732,11/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,300,"$180,000 ","$158,400 ","$63,000 ",35%,Outlet
Foot Locker,1185732,11/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,225,"$123,750 ","$108,900 ","$49,500 ",40%,Outlet
Foot Locker,1185732,11/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,175,"$96,250 ","$84,700 ","$38,500 ",40%,Outlet
Foot Locker,1185732,12/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$65.00 ,200,"$130,000 ","$114,400 ","$45,500 ",35%,Outlet
Foot Locker,1185732,12/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$70.00 ,375,"$262,500 ","$231,000 ","$78,750 ",30%,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00 ,525,"$341,250 ","$300,300 ","$187,688 ",55%,Outlet
Foot Locker,1185732,12/4/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,300,"$180,000 ","$158,400 ","$63,000 ",35%,Outlet
Foot Locker,1185732,12/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,225,"$123,750 ","$108,900 ","$49,500 ",40%,Outlet
Foot Locker,1185732,12/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,200,"$110,000 ","$96,800 ","$44,000 ",40%,Outlet
Foot Locker,1185732,12/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$65.00 ,175,"$113,750 ","$100,100 ","$39,813 ",35%,Outlet
Foot Locker,1185732,12/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$70.00 ,350,"$245,000 ","$215,600 ","$73,500 ",30%,Outlet
Foot Locker,1185732,12/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00 ,475,"$308,750 ","$271,700 ","$154,375 ",50%,Outlet
Foot Locker,1185732,12/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,275,"$137,500 ","$121,000 ","$41,250 ",30%,Outlet
Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$45.00 ,200,"$90,000 ","$79,200 ","$31,500 ",35%,Outlet
Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,175,"$78,750 ","$69,300 ","$27,563 ",35%,Outlet
Foot Locker,1185732,12/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$55.00 ,125,"$68,750 ","$60,500 ","$20,625 ",30%,Outlet
Foot Locker,1185732,12/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$60.00 ,225,"$135,000 ","$118,800 ","$33,750 ",25%,Outlet
Foot Locker,1185732,12/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$60.00 ,400,"$240,000 ","$211,200 ","$120,000 ",50%,Outlet
Foot Locker,1185732,12/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,225,"$112,500 ","$99,000 ","$33,750 ",30%,Outlet
Foot Locker,1185732,12/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$50.00 ,125,"$62,500 ","$55,000 ","$21,875 ",35%,Outlet
Foot Locker,1185732,12/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$50.00 ,100,"$50,000 ","$44,000 ","$17,500 ",35%,Outlet
Foot Locker,1185732,12/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$60.00 ,100,"$60,000 ","$52,800 ","$18,000 ",30%,Outlet
Foot Locker,1185732,12/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$65.00 ,225,"$146,250 ","$128,700 ","$36,563 ",25%,Outlet
Foot Locker,1185732,12/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$70.00 ,375,"$262,500 ","$231,000 ","$144,375 ",55%,Outlet
Foot Locker,1185732,12/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,200,"$120,000 ","$105,600 ","$42,000 ",35%,Outlet
Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$60.00 ,195,"$117,000 ","$102,960 ","$46,800 ",40%,Outlet
Foot Locker,1185732,12/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$60.00 ,175,"$105,000 ","$92,400 ","$42,000 ",40%,Outlet
Foot Locker,1185732,12/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$70.00 ,150,"$105,000 ","$92,400 ","$36,750 ",35%,Outlet
Foot Locker,1185732,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$75.00 ,250,"$187,500 ","$165,000 ","$56,250 ",30%,Outlet
Foot Locker,1185732,12/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$70.00 ,475,"$332,500 ","$292,600 ","$182,875 ",55%,Outlet
Foot Locker,1185732,12/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,275,"$165,000 ","$145,200 ","$57,750 ",35%,Outlet
Foot Locker,1185732,12/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$60.00 ,225,"$135,000 ","$118,800 ","$54,000 ",40%,Outlet
Foot Locker,1185732,12/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$60.00 ,175,"$105,000 ","$92,400 ","$42,000 ",40%,Outlet
Foot Locker,1185732,12/31/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$70.00 ,175,"$122,500 ","$107,800 ","$42,875 ",35%,Outlet
Foot Locker,1185732,1/1/2020,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$75.00 ,275,"$206,250 ","$181,500 ","$61,875 ",30%,Outlet
West Gear,1128299,1/2/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$35.00 ,450,"$157,500 ","$138,600 ","$63,000 ",40%,Outlet
West Gear,1128299,1/3/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$45.00 ,450,"$202,500 ","$178,200 ","$50,625 ",25%,Outlet
West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$45.00 ,450,"$202,500 ","$178,200 ","$81,000 ",40%,Outlet
West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,300,"$135,000 ","$118,800 ","$47,250 ",35%,Outlet
West Gear,1128299,1/6/2020,West,Nevada,Las Vegas,Men's Apparel,$50.00 ,250,"$125,000 ","$110,000 ","$68,750 ",55%,Outlet
West Gear,1128299,1/7/2020,West,Nevada,Las Vegas,Women's Apparel,$45.00 ,475,"$213,750 ","$188,100 ","$42,750 ",20%,Outlet
West Gear,1128299,1/8/2020,West,Nevada,Las Vegas,Men's Street Footwear,$35.00 ,525,"$183,750 ","$161,700 ","$73,500 ",40%,Outlet
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$45.00 ,425,"$191,250 ","$168,300 ","$47,813 ",25%,Outlet
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,$45.00 ,425,"$191,250 ","$168,300 ","$76,500 ",40%,Outlet
West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$45.00 ,275,"$123,750 ","$108,900 ","$43,313 ",35%,Outlet
West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Men's Apparel,$50.00 ,200,"$100,000 ","$88,000 ","$55,000 ",55%,Outlet
West Gear,1128299,1/13/2020,West,Nevada,Las Vegas,Women's Apparel,$45.00 ,400,"$180,000 ","$158,400 ","$36,000 ",20%,Outlet
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,$45.00 ,550,"$247,500 ","$217,800 ","$99,000 ",40%,Outlet
West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$55.00 ,400,"$220,000 ","$193,600 ","$55,000 ",25%,Outlet
West Gear,1128299,1/16/2020,West,Nevada,Las Vegas,Women's Street Footwear,$55.00 ,400,"$220,000 ","$193,600 ","$88,000 ",40%,Outlet
West Gear,1128299,1/17/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$55.00 ,300,"$165,000 ","$145,200 ","$57,750 ",35%,Outlet
West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,$60.00 ,175,"$105,000 ","$92,400 ","$57,750 ",55%,Outlet
West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Women's Apparel,$55.00 ,375,"$206,250 ","$181,500 ","$41,250 ",20%,Outlet
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,550,"$330,000 ","$290,400 ","$132,000 ",40%,Outlet
West Gear,1128299,1/21/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,350,"$227,500 ","$200,200 ","$56,875 ",25%,Outlet
West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,400,"$260,000 ","$228,800 ","$104,000 ",40%,Outlet
West Gear,1128299,1/23/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,300,"$180,000 ","$158,400 ","$63,000 ",35%,Outlet
West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Men's Apparel,$65.00 ,200,"$130,000 ","$114,400 ","$71,500 ",55%,Outlet
West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,350,"$280,000 ","$246,400 ","$56,000 ",20%,Outlet
West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,550,"$330,000 ","$290,400 ","$148,500 ",45%,Outlet
West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,400,"$260,000 ","$228,800 ","$78,000 ",30%,Outlet
West Gear,1128299,1/28/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,400,"$260,000 ","$228,800 ","$117,000 ",45%,Outlet
West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,300,"$180,000 ","$158,400 ","$72,000 ",40%,Outlet
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,$65.00 ,200,"$130,000 ","$114,400 ","$78,000 ",60%,Outlet
West Gear,1128299,1/31/2020,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,450,"$360,000 ","$316,800 ","$90,000 ",25%,Outlet
West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,700,"$420,000 ","$369,600 ","$189,000 ",45%,Outlet
West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,550,"$357,500 ","$314,600 ","$107,250 ",30%,Outlet
West Gear,1128299,2/3/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,550,"$357,500 ","$314,600 ","$160,875 ",45%,Outlet
West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,425,"$255,000 ","$224,400 ","$102,000 ",40%,Outlet
West Gear,1128299,2/5/2020,West,Nevada,Las Vegas,Men's Apparel,$65.00 ,300,"$195,000 ","$171,600 ","$117,000 ",60%,Outlet
West Gear,1128299,2/6/2020,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,600,"$480,000 ","$422,400 ","$120,000 ",25%,Outlet
West Gear,1128299,2/7/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,750,"$450,000 ","$396,000 ","$180,000 ",40%,Outlet
West Gear,1128299,2/8/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,600,"$390,000 ","$343,200 ","$97,500 ",25%,Outlet
West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,550,"$357,500 ","$314,600 ","$143,000 ",40%,In-store
West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,450,"$270,000 ","$237,600 ","$94,500 ",35%,In-store
West Gear,1128299,2/11/2020,West,Nevada,Las Vegas,Men's Apparel,$65.00 ,500,"$325,000 ","$286,000 ","$178,750 ",55%,In-store
West Gear,1128299,2/12/2020,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,500,"$400,000 ","$352,000 ","$80,000 ",20%,In-store
West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,$65.00 ,700,"$455,000 ","$400,400 ","$182,000 ",40%,In-store
West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$70.00 ,650,"$455,000 ","$400,400 ","$113,750 ",25%,In-store
West Gear,1128299,2/15/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,525,"$341,250 ","$300,300 ","$136,500 ",40%,In-store
West Gear,1128299,2/16/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$65.00 ,475,"$308,750 ","$271,700 ","$108,063 ",35%,In-store
West Gear,1128299,2/17/2020,West,Nevada,Las Vegas,Men's Apparel,$75.00 ,475,"$356,250 ","$313,500 ","$195,938 ",55%,In-store
West Gear,1128299,2/18/2020,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,400,"$320,000 ","$281,600 ","$64,000 ",20%,In-store
West Gear,1128299,2/19/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,600,"$360,000 ","$316,800 ","$126,000 ",35%,In-store
West Gear,1128299,2/20/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,600,"$390,000 ","$343,200 ","$78,000 ",20%,In-store
West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Women's Street Footwear,$60.00 ,450,"$270,000 ","$237,600 ","$94,500 ",35%,In-store
West Gear,1128299,2/22/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,400,"$240,000 ","$211,200 ","$72,000 ",30%,In-store
West Gear,1128299,2/23/2020,West,Nevada,Las Vegas,Men's Apparel,$70.00 ,400,"$280,000 ","$246,400 ","$140,000 ",50%,In-store
West Gear,1128299,2/24/2020,West,Nevada,Las Vegas,Women's Apparel,$75.00 ,450,"$337,500 ","$297,000 ","$50,625 ",15%,In-store
West Gear,1128299,2/25/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,550,"$330,000 ","$290,400 ","$115,500 ",35%,In-store
West Gear,1128299,2/26/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,550,"$357,500 ","$314,600 ","$71,500 ",20%,In-store
West Gear,1128299,2/27/2020,West,Nevada,Las Vegas,Women's Street Footwear,$60.00 ,375,"$225,000 ","$198,000 ","$78,750 ",35%,In-store
West Gear,1128299,2/28/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,350,"$210,000 ","$184,800 ","$63,000 ",30%,In-store
West Gear,1128299,3/1/2020,West,Nevada,Las Vegas,Men's Apparel,$70.00 ,325,"$227,500 ","$200,200 ","$113,750 ",50%,In-store
West Gear,1128299,3/2/2020,West,Nevada,Las Vegas,Women's Apparel,$75.00 ,375,"$281,250 ","$247,500 ","$42,188 ",15%,In-store
West Gear,1128299,3/3/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,575,"$345,000 ","$303,600 ","$120,750 ",35%,In-store
West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,575,"$373,750 ","$328,900 ","$74,750 ",20%,In-store
West Gear,1128299,3/5/2020,West,Nevada,Las Vegas,Women's Street Footwear,$60.00 ,425,"$255,000 ","$224,400 ","$89,250 ",35%,In-store
West Gear,1128299,3/6/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,400,"$240,000 ","$211,200 ","$72,000 ",30%,In-store
West Gear,1128299,3/7/2020,West,Nevada,Las Vegas,Men's Apparel,$70.00 ,350,"$245,000 ","$215,600 ","$122,500 ",50%,In-store
West Gear,1128299,3/8/2020,West,Nevada,Las Vegas,Women's Apparel,$75.00 ,475,"$356,250 ","$313,500 ","$53,438 ",15%,In-store
West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,675,"$405,000 ","$356,400 ","$141,750 ",35%,In-store
West Gear,1128299,3/10/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,675,"$438,750 ","$386,100 ","$87,750 ",20%,In-store
West Gear,1128299,3/11/2020,West,Nevada,Las Vegas,Women's Street Footwear,$60.00 ,475,"$285,000 ","$250,800 ","$99,750 ",35%,In-store
West Gear,1128299,3/12/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,475,"$285,000 ","$250,800 ","$85,500 ",30%,In-store
West Gear,1128299,3/13/2020,West,Nevada,Las Vegas,Men's Apparel,$70.00 ,400,"$280,000 ","$246,400 ","$140,000 ",50%,In-store
West Gear,1128299,3/14/2020,West,Nevada,Las Vegas,Women's Apparel,$75.00 ,500,"$375,000 ","$330,000 ","$56,250 ",15%,In-store
West Gear,1128299,3/15/2020,West,Nevada,Las Vegas,Men's Street Footwear,$30.00 ,425,"$127,500 ","$112,200 ","$44,625 ",35%,In-store
West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$40.00 ,425,"$170,000 ","$149,600 ","$34,000 ",20%,In-store
West Gear,1128299,3/17/2020,West,Nevada,Las Vegas,Women's Street Footwear,$40.00 ,425,"$170,000 ","$149,600 ","$59,500 ",35%,In-store
West Gear,1128299,3/18/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$40.00 ,275,"$110,000 ","$96,800 ","$33,000 ",30%,In-store
West Gear,1128299,3/19/2020,West,Colorado,Denver,Men's Apparel,$45.00 ,225,"$101,250 ","$89,100 ","$50,625 ",50%,In-store
West Gear,1128299,3/20/2020,West,Colorado,Denver,Women's Apparel,$40.00 ,475,"$190,000 ","$167,200 ","$28,500 ",15%,In-store
West Gear,1128299,3/21/2020,West,Colorado,Denver,Men's Street Footwear,$30.00 ,525,"$157,500 ","$138,600 ","$55,125 ",35%,In-store
West Gear,1128299,3/22/2020,West,Colorado,Denver,Men's Athletic Footwear,$40.00 ,425,"$170,000 ","$149,600 ","$34,000 ",20%,In-store
West Gear,1128299,3/23/2020,West,Colorado,Denver,Women's Street Footwear,$40.00 ,425,"$170,000 ","$149,600 ","$59,500 ",35%,In-store
West Gear,1128299,3/24/2020,West,Colorado,Denver,Women's Athletic Footwear,$40.00 ,275,"$110,000 ","$96,800 ","$33,000 ",30%,In-store
